Latitude,Longitude,UTC,Parameter,Unit,Value,RawConcentration,AQI,Category,SiteName,AgencyName,FullAQSCode,IntlAQSCode
40.4447,-80.42,2026-01-29T19:00,PM2.5,UG/M3,5.4,4.6,30,1,Florence,Pennsylvania Dept. of Environmental Protection,421255001,840421255001
40.269,-80.244,2026-01-29T19:00,PM2.5,UG/M3,6.3,5.3,35,1,Houston,Pennsylvania Dept. of Environmental Protection,421255200,840421255200
40.269,-80.244,2026-01-29T19:00,OZONE,PPB,37.0,39.0,34,1,Houston,Pennsylvania Dept. of Environmental Protection,421255200,840421255200
40.381901,-80.1856,2026-01-29T19:00,OZONE,PPB,42.0,43.0,39,1,South Fayette,Allegheny County,420030067,840420030067
40.381901,-80.1856,2026-01-29T19:00,PM2.5,UG/M3,5.4,4.9,30,1,South Fayette,Allegheny County,420030067,840420030067
40.499789,-80.071347,2026-01-29T19:00,PM2.5,UG/M3,6.5,5.5,36,1,Avalon,Allegheny County,840420030002,840420030002
40.4656,-79.9611,2026-01-29T19:00,PM2.5,UG/M3,6.6,6.0,37,1,Lawrenceville,Allegheny County,420030008,840420030008
40.4656,-79.9611,2026-01-29T19:00,OZONE,PPB,30.0,32.0,28,1,Lawrenceville,Allegheny County,420030008,840420030008
40.294381,-79.885303,2026-01-29T19:00,PM2.5,UG/M3,5.1,4.5,28,1,Clairton,Allegheny County,840420033007,840420033007
40.323898,-79.868301,2026-01-29T19:00,PM2.5,UG/M3,5.7,5.0,32,1,Liberty (SAHS),Allegheny County,420030064,840420030064
40.437431,-79.863572,2026-01-29T19:00,PM2.5,UG/M3,9.6,8.7,52,2,Parkway East (Near Road),Allegheny County,420031376,840420031376
40.402267,-79.860942,2026-01-29T19:00,PM2.5,UG/M3,6.1,5.4,34,1,North Braddock,Allegheny County,840420031301,840420031301
40.613864,-79.729569,2026-01-29T19:00,OZONE,PPB,36.0,38.0,33,1,Harrison Township,Allegheny County,420031008,840420031008
40.613864,-79.729569,2026-01-29T19:00,PM2.5,UG/M3,5.2,4.1,29,1,Harrison Township,Allegheny County,420031008,840420031008
40.366452,-80.615691,2026-01-29T20:00,PM2.5,UG/M3,6.2,5.4,34,1,Steubenville,Ohio EPA-DAPC,390810017,840390810017
40.39458,-80.61202,2026-01-29T20:00,PM2.5,UG/M3,4.8,4.4,27,1,"MARLAND HTS, WEIRTON",West Virginia Division of Air Quality,840540090011,840540090011
40.42735,-80.59253,2026-01-29T20:00,PM2.5,UG/M3,4.9,4.3,27,1,WEIRTON,West Virginia Division of Air Quality,540290009,840540290009
40.4447,-80.42,2026-01-29T20:00,OZONE,PPB,36.0,37.0,33,1,Florence,Pennsylvania Dept. of Environmental Protection,421255001,840421255001
40.4447,-80.42,2026-01-29T20:00,PM2.5,UG/M3,4.9,4.4,27,1,Florence,Pennsylvania Dept. of Environmental Protection,421255001,840421255001
40.269,-80.244,2026-01-29T20:00,OZONE,PPB,37.0,39.0,34,1,Houston,Pennsylvania Dept. of Environmental Protection,421255200,840421255200
40.269,-80.244,2026-01-29T20:00,PM2.5,UG/M3,5.5,4.7,31,1,Houston,Pennsylvania Dept. of Environmental Protection,421255200,840421255200
40.381901,-80.1856,2026-01-29T20:00,OZONE,PPB,42.0,43.0,39,1,South Fayette,Allegheny County,420030067,840420030067
40.381901,-80.1856,2026-01-29T20:00,PM2.5,UG/M3,4.8,4.2,27,1,South Fayette,Allegheny County,420030067,840420030067
40.499789,-80.071347,2026-01-29T20:00,PM2.5,UG/M3,5.6,4.8,31,1,Avalon,Allegheny County,840420030002,840420030002
40.4656,-79.9611,2026-01-29T20:00,PM2.5,UG/M3,5.7,4.9,32,1,Lawrenceville,Allegheny County,420030008,840420030008
40.4656,-79.9611,2026-01-29T20:00,OZONE,PPB,30.0,33.0,28,1,Lawrenceville,Allegheny County,420030008,840420030008
40.294381,-79.885303,2026-01-29T20:00,PM2.5,UG/M3,4.8,4.5,27,1,Clairton,Allegheny County,840420033007,840420033007
40.323898,-79.868301,2026-01-29T20:00,PM2.5,UG/M3,5.4,5.1,30,1,Liberty (SAHS),Allegheny County,420030064,840420030064
40.437431,-79.863572,2026-01-29T20:00,PM2.5,UG/M3,8.5,7.4,47,1,Parkway East (Near Road),Allegheny County,420031376,840420031376
40.402267,-79.860942,2026-01-29T20:00,PM2.5,UG/M3,5.5,5.0,31,1,North Braddock,Allegheny County,840420031301,840420031301
40.613864,-79.729569,2026-01-29T20:00,OZONE,PPB,36.0,37.0,33,1,Harrison Township,Allegheny County,420031008,840420031008
40.613864,-79.729569,2026-01-29T20:00,PM2.5,UG/M3,4.8,4.5,27,1,Harrison Township,Allegheny County,420031008,840420031008
40.366452,-80.615691,2026-01-29T21:00,PM2.5,UG/M3,6.2,-999.0,34,1,Steubenville,Ohio EPA-DAPC,390810017,840390810017
40.39458,-80.61202,2026-01-29T21:00,PM2.5,UG/M3,4.8,-999.0,27,1,"MARLAND HTS, WEIRTON",West Virginia Division of Air Quality,840540090011,840540090011
40.42735,-80.59253,2026-01-29T21:00,PM2.5,UG/M3,4.9,-999.0,27,1,WEIRTON,West Virginia Division of Air Quality,540290009,840540290009
40.4447,-80.42,2026-01-29T21:00,OZONE,PPB,36.0,-999.0,33,1,Florence,Pennsylvania Dept. of Environmental Protection,421255001,840421255001
40.4447,-80.42,2026-01-29T21:00,PM2.5,UG/M3,4.9,-999.0,27,1,Florence,Pennsylvania Dept. of Environmental Protection,421255001,840421255001
40.269,-80.244,2026-01-29T21:00,OZONE,PPB,37.0,-999.0,34,1,Houston,Pennsylvania Dept. of Environmental Protection,421255200,840421255200
40.269,-80.244,2026-01-29T21:00,PM2.5,UG/M3,5.5,-999.0,31,1,Houston,Pennsylvania Dept. of Environmental Protection,421255200,840421255200
40.381901,-80.1856,2026-01-29T21:00,OZONE,PPB,42.0,-999.0,39,1,South Fayette,Allegheny County,420030067,840420030067
40.381901,-80.1856,2026-01-29T21:00,PM2.5,UG/M3,4.8,-999.0,27,1,South Fayette,Allegheny County,420030067,840420030067
40.499789,-80.071347,2026-01-29T21:00,PM2.5,UG/M3,5.6,-999.0,31,1,Avalon,Allegheny County,840420030002,840420030002
40.4656,-79.9611,2026-01-29T21:00,PM2.5,UG/M3,5.7,-999.0,32,1,Lawrenceville,Allegheny County,420030008,840420030008
40.4656,-79.9611,2026-01-29T21:00,OZONE,PPB,30.0,-999.0,28,1,Lawrenceville,Allegheny County,420030008,840420030008
40.294381,-79.885303,2026-01-29T21:00,PM2.5,UG/M3,4.8,-999.0,27,1,Clairton,Allegheny County,840420033007,840420033007
40.323898,-79.868301,2026-01-29T21:00,PM2.5,UG/M3,5.4,-999.0,30,1,Liberty (SAHS),Allegheny County,420030064,840420030064
40.437431,-79.863572,2026-01-29T21:00,PM2.5,UG/M3,8.5,-999.0,47,1,Parkway East (Near Road),Allegheny County,420031376,840420031376
40.402267,-79.860942,2026-01-29T21:00,PM2.5,UG/M3,5.5,-999.0,31,1,North Braddock,Allegheny County,840420031301,840420031301
40.613864,-79.729569,2026-01-29T21:00,OZONE,PPB,36.0,-999.0,33,1,Harrison Township,Allegheny County,420031008,840420031008
40.613864,-79.729569,2026-01-29T21:00,PM2.5,UG/M3,4.8,-999.0,27,1,Harrison Township,Allegheny County,420031008,840420031008
